"Chinese.origin.data","Google.translated.data","Google.Chinese.sentiment.analysis.score.base.on.Chinese.origin.data.","Google.English.sentiment.analysis.score.base.on.Google.translated.data."
"个人认为这是冯小刚最差的一部电影！","Personally think that this is the worst movie Feng Xiaogang!",0.699999988,-0.899999976
"个别地方还是有笑点的……李成儒那段王朔好几句话说在了点子上。但是真是被比基尼和泳装恶心着了，现在看李小璐的脸就难受……！","Some places still have a smile ... ... Li Chengru Wang Shuo that period of a few words on the idea. But really bored with bikini and swimsuit, and now see Li Xiaolu's face uncomfortable ...!",-0.400000006,0.100000001
"中国劣质版盗梦空间？还建筑师。。。太差了吧冯导。。","China's poor version of Pirates of the dream space? Also architect. . . Too bad it Feng guide. .",0.100000001,-0.200000003
"中国电影一直是这种不温不火的感觉 凑合","Chinese film has always been this tepid feeling improvise",0.300000012,-0.200000003
"中国电影票房的持续走高不是我们的精神文明需要增长了，而是很大一部分人有了闲钱，要不俗","Chinese movie box office continues to rise is not our spiritual civilization need to grow, but a large part of people have spare cash, vulgar",0.200000003,-0.300000012
"中国著名导演就只能拍出这样的电影吗？一点主题都没有，致命游戏这部电影，也算弟弟给哥哥的一场私人定制，人家就拍得那么的好看。","Chinese famous director can only shoot such a movie? No theme at all, the deadly game of this movie, also considered a brother to his brother a custom, people are so good looking.",-0.5,0.100000001
"中国这么些个大咖导演 经常跟影迷在网上互骂还行 当年唐山大地震是我和小伙伴穿越千山万水去看的 我一向看电影都是把作品和创作者分开看的 反正这些年 他的电影每一部都有那么一个地方戳我泪点 所以后还会继续看 哪怕他继续骂","China so many big coffee director often scolded online with the fans scolded okay then Tangshan Earthquake is my small partner to see through the mountains and rivers I have always watched the movies are works and creators to see in any case these years Every part of his movie has a place to poke me so I will continue to see if he continues to curse",0.200000003,-0.699999988
"中国那么多老板姓，让他们都能看懂，学点道理，容易吗？！","So many Chinese surname, so that they can understand, learn the truth, easy? !",-0.300000012,0.600000024
"中央电视台少儿频道三集连续剧","CCTV children's channel three episodes series",-0.5,0.100000001
"中肯的说 3星片，但由于是冯小刚拍的，因为失望扣一星。","To be honest 3 stars, but because of Feng Xiaogang shot, because of disappointment buckle a star.",0.200000003,-0.600000024
"中规中矩，以往冯导的片子虽然是大俗片，但终归不谄媚，这次有点失望了","Quite satisfactory, although in the past Feng guide film is a vulgar film, but after all, not flattering, this time a little disappointed",0.100000001,-0.699999988
"中规中矩，没有前些年葛大爷片儿的热闹劲了。","Quite satisfactory, not a few years ago, Ge grandfather piece of lively vigor.",-0.300000012,0.800000012
"中规中矩，道歉扣一星","Quite satisfactory, a deduction buckle a star",-0.300000012,0.800000012
"中规中矩吧，与其期望太大，不如看个热闹行啦。","Legitimately right, and its expectations too much, it is better to watch a live line friends.",-0.200000003,0.5
"中途去厕所待一会，结尾实在是想点快进。需要你来说教吗？","Halfway to the toilet for a while, the end is really think fast forward. Need you to teach it?",0.100000001,-0.200000003
"中途想退场的电影!刚开始很努力的寻找笑点,并发现了几个笑点.但是越往后故事越荒诞,好比春晚中不太精彩的小品,笑点尴尬.结尾的煽情与公益性太突兀了!不知道与整片电影是什么关系?!!一句话!!浪费钱!!!","Midway want to exit the movie! At first very hard to find a smile, and found a few jokes, but the more absurd story later, such as Spring Festival Evening is not too exciting skit, jokes embarrassed.The end of the sensational and public welfare Too awkward! I do not know what is the relationship with the whole movie? !! Sentence !! Waste of money !!!",0.100000001,-0.400000006
"中间一度无聊到放空 结尾太突兀 台词太贫 就只能看宋丹丹范伟飚演技了","The middle of the boring to the end of the empty too sudden lines too poor can only see Song Dandan Fan Wei Biao acting",0.5,-0.899999976
"中间宋丹丹那段儿也不知道怎么就戳泪点了。就爱听葛大爷扯贫！！","In the middle of Song Dandan children do not know how to punctuate the punctuation. Ge love to listen to Uncle Ge poor! !",0.100000001,-0.5
"中间有一段比较平淡，没有很吸引眼球。开头和结尾还凑合。有点小失望啊。","The middle of a period of relatively flat, not very eye-catching. It's okay at the beginning and end. A little disappointed ah.",0.200000003,-0.100000001
"中间确实无聊得很，但是结尾不赖","The middle is really boring very, but the end is not bad",0.800000012,-0.600000024
"丹丹姐的演技是全片唯一的亮点。第二个故事显得导演忒小肚鸡肠了。","Dandan sister's acting is the only highlight of the whole film. The second story is directed Intuit tripe diurnal.",0.300000012,-0.400000006
"丹丹姐的腿是一帧一帧p出来的呀！","Dandan sister's leg is a frame p out of it!",0.300000012,-0.400000006
"丹丹姐那段挺喜欢。王峥亮歌声一起，有点小感动。其它的，凑合着看吧。就是片头广告贴了近十五分钟，太TMD恶心了。","Dandan sister quite like that period. Wang Zheng Liang singing together, a little moved. Other, make do with it. Is a piece of ad posted nearly fifteen minutes, so disgusting TMD.",0.400000006,-0.100000001
"丹姐part比较感人，其他都好牵强……最后一段那是什么？导演你不 觉得你应该先跟观众道歉吗?","Dan sister part of the more touching, others are far-fetched ... ... What is the last paragraph? You do not think you should apologize to the audience first?",0.200000003,-0.300000012
"丹姐才是土豪好么；天坑取景美爆了。","Dan sister is tyrant Haozhao; doline shot beauty burst.",-0.300000012,0.400000006
"为么重拍一遍甲方乙方","Why remake it again Party B",0.100000001,-0.200000003
"为了不变成纯搞笑剧 生拉硬拽的加了结尾 想吐槽 但也太生硬了吧","In order not to become a pure comedy pull pull pulled the end Tucao but it is too stiff right",0.400000006,-0.800000012
"为了冯导特意登录下","In order to guide Feng specifically login",0.200000003,-0.200000003
"为了台词念台词","In order to read lines lines",0.200000003,-0.200000003
"为了后面的环保加一颗星","To add a star behind the environmental protection",-0.400000006,0.300000012
"为了宋丹丹黯然的背影","Song Dandan sadly for the back",0.200000003,-0.300000012
"为了幽默而幽默，结果大家都尴尬了。比当年的甲方乙方不知道烂出几条街。","For the sake of humor and humor, the result we all embarrassed. Party B than the year did not know rotten a few streets.",0.300000012,-0.5
"为了恺恺，三星不送。","In order to Kai Kai, Samsung does not send.",0.100000001,-0.100000001
"为了打2星特地坚持把电影看完，我真是业界良心","In order to play 2 stars specially insisted watching the movie, I really is the industry conscience",0.899999976,-0.600000024
"为了接地气而接地气的电影 坑爹","Grounded in the air for the movie pit father",-0.800000012,0.200000003
"为了推广一首歌特意拍了个电影导演真是用心良苦。","In order to promote a song specially made a movie director is really well-intentioned.",0.899999976,-0.200000003
"为了最后的正片加一颗星，最后几十分钟才是我觉得最好的地方！想重复十几年前的甲方乙方，但是时代不一样了，观众的品味也不一样了，加上剧本也不给力了，所以味道自然也就变了！","For the last positive plus a star, the last few minutes is the best place I feel! I would like to repeat Party A Party B more than ten years ago, but the times are different, the audience's taste is not the same, plus the script is not to force, so the taste naturally changed!",-0.400000006,0.200000003
"为了最后的环保 加一颗星","For the last green plus a star",-0.400000006,0.100000001
"为了最后的道歉环节给六星","For the last apology link to six stars",0.600000024,-0.200000003
"为了电影选择我们学校作为首映礼的地点加一颗星。","Add a star for our movie at the place where our school chose to premiere.",-0.5,0.400000006
"为了白百何看的。剧情真是有点无聊，主要是故事太多又互相没有联系吧。风光不错。植入广告达到了新高度，剑南春、红牛什么的都能直接说啊？还有各种大大的广告LOGO。如果去电影院真会觉得亏死了。最后一段道歉是真的不知所云啊.....虽然明知道是圈钱的商业大片，但诚意明显不足啊。","In order to Bai Bai Ho see. The story is a bit boring, mainly the story is too much and have no contact with each other. Good scenery. Implanted advertising reached a new height, Jiannanchun, Red Bull what can be said directly ah? There are all kinds of big advertising LOGO. If you go to the cinema really will feel dead. Apologize for the last paragraph is really unintelligible ah ... Although knowingly misappropriated commercial blockbuster, but the obvious lack of sincerity ah.",0.400000006,-0.100000001
"为了看看有多烂","To see how bad it is",0.400000006,-0.600000024
"为了第一个故事 多给一颗星","Give one more star for the first story",-0.5,0.400000006
"为了结尾也要给五毛","For the end also give fifty cents",-0.600000024,0.100000001
"为了结尾那句因为我真有一辆车加一颗星","To end the sentence because I really have a car plus a star",-0.699999988,0.100000001
"为了给大自然道歉的那个结尾我多加一星吧，因为毕竟让我落泪了。前面演的实在是太乱七八糟了，范伟用力过度了吧。我要在焦灼的等待中老去了","In order to apologize to the end of the earth I added a star, because after all, let me cry. In front of the show is too messy, and Fan Wei excessive force it. I'm going to be old and anxious waiting",0.400000006,-0.200000003
"为了葛大爷去的，不太好看其实，完全靠演员个人魅力。范伟那段挺逗的。结尾挺有感觉。对王朔有点失望，一直挺期待冯小刚的贺岁片，黔驴技穷的感觉。","Uncle Ge go, not very good-looking fact, entirely by the performer's personal charm. Fan Wei quite funny that period. Ting Ting feeling. Wang Shuo a little disappointed, has been very much looking forward to Feng Xiaogang's New Year film, Guizhou donkey skills poor feeling.",0.600000024,-0.100000001
"为了葛大爷和宋丹丹去看的电影，其他就不多说什么了…","For Ge uncle and Song Dandan to see the movie, the other will not say anything ...",-0.300000012,0.300000012
"为了葛大爷和郑恺，多给一颗星。","To Ge uncle and Zheng Kai, give a star.",-0.600000024,0.699999988
"为了豆瓣的评论，昨天特意去看了，真的很差，就奶好点。","In order to comment on the watercress, specifically yesterday to see, really bad, good milk.",0.100000001,-0.400000006
"为了贺岁而贺岁，冯小刚最差作品，本片我就记住了李小璐。。。","Lunar New Year and Lunar New Year, Feng Xiaogang's worst work, the film I will remember Li Xiaolu. . .",0.200000003,-0.899999976
"为了那么低的评价给个五分，为最后点赞","Give a rating of five for a low rating, and give a last comment",0.400000006,-0.100000001
"为什么一个故事很吸引人主演演的也没有什么问题的电影会让人这么觉得不来电 结尾的主题升华你是在逗我？","Why a story is attractive to the main actor is also no problem with the movie will make people feel so do not call the end of the subject sublimation you are teasing me?",0.400000006,-0.300000012
"为什么不叫甲方乙方2？92年的电影还敢拿到现在来？冯小刚在搞春晚的同时出来抽空杀了个鸭子，最后歌曲和片尾曲一出来我书剑觉得这两小时白排了。虽然映射了甚多社会问题，如腐败、雅俗和装逼的讽刺以及最后的温情，这三个故事没有联系很正常，只是做的还不够精致。冯导这次真心拍得很烂很烂","Why not call Party B 2? 92 years of the movie dare to get now? Feng Xiaogang engaged in the Spring Festival Evening out of time to kill a ducks, the last song and the end of the song out of my book sword feel that two hours a row of the. Although many social issues such as corruption, elegance, dress-up satire and last-minute tenderness are mapped out, the three stories are not linked but normalized. Feng guide this really bad shoot sucks",0.100000001,-0.100000001
"为什么会去电影院看 不值","Why go to the cinema look worthless",0.100000001,-0.899999976
"为什么会说，认为后面呼吁环保部分好的人，就不要再和他做朋友了，为什么！为什么！","Why do you say that behind the call for good people in the environmental protection section, do not be friends with him, and why! why!",0.100000001,-0.300000012
"为什么冯小刚的电影越来越不好，还非得一个劲的拍下去，中国的年轻一代倒是有不少出头的好导演，可惜还没什么人看到","Why Feng Xiaogang's film is getting worse, but also have to keep on filming, the younger generation in China, but there are quite a few good early director, but unfortunately no one saw",0.400000006,-0.699999988
"为什么分这么低，觉得还挺好的。。","Why is it so low? .",0.200000003,-0.100000001
"为什么分这么低………看完我还觉得冯小刚蛮萌的啊，说教直白的近乎矫情，但是我蛮惊喜的","Why points so low ......... After reading I still think Feng Xiaogang pretty Meng ah, preaching almost hypocritical hypocrite, but I quite a surprise",0.899999976,-0.600000024
"为什么分都那么低 话说我是和展毛去电影院看的 觉的看的时候很开心 我觉得有时候电影这样就足够了","Why do I share the words so low that I'm going to the cinema and show hair to see when I feel very happy I think sometimes the movie is enough",-0.100000001,0.600000024
"为什么吐槽这么狠，我觉得挺好看的啊。现在的人们越来越不满足了。","Why Tucao so hard, I think it looks good ah. Now people are more and more unsatisfied.",0.699999988,-0.300000012
"为什么大家觉得不好看啊 我觉得很好看啊 最起码我笑了","Why do you think it is not good ah I think it looks good at least I laughed",0.100000001,-0.699999988
"为什么大家觉得是烂片？？冯导，第五代的良心。","Why do you think it is a bad movie? ? Feng guide, the fifth generation of conscience.",0.400000006,-0.400000006
"为什么大导们都不肯努力了呢？？？以前挺接地气一导演~~现在，啧啧·········","Why are the big guide are unwilling to do? ? ? Before the very ground to air a director ~ ~ Now, tut ...",0.100000001,-0.300000012
"为什么宣传的时候李小璐不是重点呢。。。","Why is not the focus of propaganda when Li Xiaolu it. . .",0.100000001,-0.699999988
"为什么对国内电影就这么大意见。。非得拍出欧美片的感觉大家才高兴？","Why such a big opinion on the domestic movie. . Have to shoot the feeling of European and American films we are happy?",0.100000001,-0.100000001
"为什么就是不如甲方乙方经典了，最后环保接的好狗血，不过郑凯结尾的话确实有震撼到我，全剧最亮的应该是那首插曲：时间哪儿去了？","Why is not as good as Party B classic, and finally the good environmental protection of the dog, but at the end of Zheng Kai really shocked me, the brightest of the play should be the first episode: Where did the time went?",0.5,-0.100000001
"为什么感觉冯小刚已经有种破罐子破摔的架势…","Why do you feel Feng Xiaogang broken cans broken pot posture ...",0.5,-0.699999988
"为什么感觉白百何很合我口味啊，尤其是穿上制服。","Why do I feel Bai Bai Ho match my taste, especially to wear uniforms.",0.5,-0.5
"为什么我感觉像在讽刺所谓中国梦呢——每次都耗资巨大兴师动众，其实不过也就是互相逗着玩儿，把环境破坏得千疮百孔。把梦做得那么大，十亿都肯捐，但对实际毫无影响，真有一辆车都不会捐。","Why do I feel like satirizing the so-called Chinese dream? Every time they spend huge amounts of money to mobilize and mobilize others. In fact, they just play with each other and ruin the environment. Dreams are so big, billions are willing to donate, but no effect on the actual, really a car will not be donated.",0.100000001,-0.200000003
"为什么我感觉这片还行。至少我笑了，这不就是喜剧片应该达到的效果么？","Why do I feel this piece is OK. At least I laughed, this is not the effect that comedies should achieve?",0.200000003,-0.200000003
"为什么我看到给自然道歉那一段我哭了","Why did I cry when I saw apologize to nature?",0.300000012,-0.100000001
"为什么我看哭了","Why I look cry",0.300000012,-0.100000001
"为什么我觉得不错。","Why I feel good.",0.899999976,-0.200000003
"为什么我觉得不错呢","Why do I feel good?",0.800000012,-0.400000006
"为什么我觉得全篇无笑点！","Why do I think the whole point of no laughter!",0.300000012,-0.400000006
"为什么我觉得很好看。。。","Why do I feel good? . .",0.800000012,-0.400000006
"为什么我觉得很好看？","Why do I feel good?",0.600000024,-0.400000006
"为什么我觉得很好看呢。荒诞不经的桥段，尽显讽刺之能。","Why do I feel good? Absurd section of the bridge, filling the satirical ability.",0.5,-0.5
"为什么我觉得还不错… .虽然电影有点分散而且荒诞 煽情也有些怪 但是让人觉得它在讽刺和映射的一些东西 很有意思。它对我而言不是个好贺岁片，因为它不能让我不动脑的轻松完全程，但是我觉得它挺有意思。","Why I think it is not bad ... Although the movie is a bit scattered and absurd, the sensationalism is a bit odd but it makes one think it is interesting and something ironic. It's not a good New Year movie for me because it does not make me feel relaxed and complete, but I find it interesting.",0.600000024,-0.300000012
"为什么我觉得还不错呢","Why do I think it is not bad?",0.699999988,-0.400000006
"为什么我觉得还成啊，可能我已经是个俗人了吧","Why do I think it is still possible, I may already be a layman",0.100000001,-0.300000012
"为什么我觉得这个电影很好看呢？每一个故事都让我很有感触啊！虽然情节有些夸张，但是正是这样的夸张深刻的讽刺了现实社会的问题啊~","Why do I think this movie looks good? Every story makes me feel very much! Although the plot is somewhat exaggerated, it is such an exaggerated and profound irony that the problem of the real society ah ~",0.800000012,-0.100000001
"为什么我觉得这么好看，除了结尾有点矫情。","Why do I think so good, in addition to the end of a little hypocritical.",0.800000012,-0.5
"为什么我觉得这片子拍的很棒~","Why do I think this film shoot great ~",0.899999976,-0.300000012
"为什么我觉得这片还可以啊。。。除了最后内环保广告有点恶心之外。。","Why do I think this piece can be ah. . . In addition to a little disgusting last green ads. .",0.200000003,-0.400000006
"为什么打一星你们懂得，背上包袱拍出来的东西实在是让人伤感，不过在电影院 里跟电脑玩三国杀是一种新的体会","Why do you know how to play a star, the back of the burden to shoot things is really sad, but in the cinema with the computer to kill the Three Kingdoms is a new experience",0.5,-0.600000024
"为什么批这么狠，笑点很多啊，冯导不就是为博君一笑一直努力到现在。大家欢欢乐乐的宽容一点不好吗。做人呐，最要紧的是开心嘛。","Why do so lot of criticism, a lot of laughter, ah, Feng guide is not for Bo Jun smile has been working until now. Is it not good for everyone to have fun? Na, the most important thing is happy thing.",0.200000003,-0.300000012
"为什么有人觉得不好看呢","Why do some people think it does not look good?",0.200000003,-0.600000024
"为什么有种春晚的感觉，冯老师您这是在练手么","Why do you feel the Spring Festival Gala?",0.600000024,-0.300000012
"为什么没有负分打？为什么|！！！！！！业界良心大大滴木有了！拍这片的人良心大大滴坏。真心是恶心了大家，成全他自己。FENG LAO GANG","Why there is no negative score? Why | ! ! ! ! ! Big drops of conscience industry have! The conscience of this film drops badly. Really disgusting everyone, fulfill him. FENG LAO GANG",0.100000001,-0.100000001
"为什么看上去就像是好萌一日游啊。。。完全有点看不懂了","Why does it look like a good day to go Meng ah. . . Completely understand a bit",0.200000003,-0.200000003
"为什么看这个我也会走神。。","Why do I look at this I will be distracted. .",0.100000001,-0.699999988
"为什么网上骂的这么厉害啊，除了结尾感觉好像有点过，其他都挺有意思的么~哪里想吐了？","Why online curse so powerful ah, in addition to the end of the feeling seems a bit too, the other are quite interesting ~ Where vomiting?",0.600000024,-0.400000006
"为什么觉得还蛮好看的。。。。","Why do you think it's pretty good? . . .",0.800000012,-0.100000001
"为什么评价辣么低…弹棉花那段喜欢","Why spicy food is low ... Cotton like that period",0.400000006,-0.200000003
"为什么评分辣木低 我觉得很好看啊","Why do I think Moringa low looks good ah",0.699999988,-0.400000006
"为什么那么多人要打差评呢？没有背离宗旨的插入广告其实并不影响整体。另外，只有做到冯小刚这个段位的导演，才能较为自由的大胆尝试和表达自己的想法。","Why do so many people want to make bad reviews? Insert ads that do not deviate from the purpose do not affect the whole. In addition, only to do Feng Xiaogang this section of the director, can be more free to boldly try and express their ideas.",0.100000001,-0.200000003
"为什么那么多人说难看，我觉得很好啊，贺岁片嘛，随便看看。","Why do so many people say ugly, I feel good ah, Lunar New Year Well, just look.",-0.400000006,0.100000001
"为什么那么多人都在黑这部电影呢，我觉得挺接地气的呀，讽刺调侃，不说冯导导的怎么样，几个主演贫的超自然。","Why so many people are in the dark this movie, I think it's quite earthly ah, ironic ridicule, do not say how the guidance of Feng, a few starred in the poor supernatural.",0.5,-0.800000012
"为什么那么挑剔  就算和甲方乙方模式一样又怎样呢  恶意攀比","Why so picky even if Party B Party B model and what kind of malicious comparisons",0.100000001,-0.200000003
"为什么都说不好看呢，其实每个人的角度不同，冯老板广告植入都已经赚回成本了，其余的都是任意发挥了，先吐槽官员再吐槽自己最后吐槽土豪，冯老板其实有自己的小九九","Why do not say good-looking, in fact, each of the different perspectives, Feng boss advertising have earned back the cost of implantation, and the rest are free to play, and then Tucao officials Tucao their last Tucao Tu Hao, Feng boss actually have their own Small ninety-nine",0.300000012,-0.600000024
"为做个有钱人那一段加分","To be a rich man who extra points",-0.100000001,0.100000001
"为冯导 今日的没劲儿 与 昔日的接地气 所贡献的绵薄票房。","For Feng guide today's hard-working children with the old grounding of the glorified box office.",0.400000006,-0.300000012
"为啥性贿略不上白百何","Why bribery slightly less than the best",-0.300000012,0.600000024
"为啥我觉得演的挺好的呢，虽然没有开怀大笑的段子，但仍可以细细回味的。我这一腔俗血的人，偏要给它点个赞~","Why do I think it plays well, although there is no laughing piece, but still can be meticulous aftertaste. I am a vulgar person, partial to give it a little praise ~",0.600000024,-0.200000003
"为啥我觉得还不错？至少我能完完整整看完，中途好几次忍不住笑出声来。","Why do I think it is not bad? At least I can finish a complete whole, several times can not help but laugh halfway to.",0.300000012,-0.400000006
"为啥觉得比当年甲方乙方差太多","Why do you think that there is a lot of variance between Party B and Party B?",0.200000003,-0.200000003
"为啥那么多人骂得狗血淋头呢？我觉得还挺好的。","Why so many people blame the dog bloody head? I think it's fine.",0.400000006,-0.200000003
"为我看了这部电影而感到深深的懊恼","I was deeply annoyed when I read the movie",0.600000024,-0.899999976
"为我花了35去电影院看而哭泣。。。","It took me 35 to go to the cinema to see and weep. . .",0.699999988,-0.400000006
"为最后一个故事以及葛优的独白点赞！","For the last story and Ge You monologue praise!",0.899999976,-0.100000001
"为最后向阳光向森林向草原向河流道歉加一颗星！！！","Apologize for the last sun to the forest to the prairie to add a star! ! !",-0.699999988,0.100000001
"为最后段道歉加星","Apologize for the last paragraph",0.400000006,-0.100000001
"为最后的道歉，点10086个赞。阳光、森林、大地、河流。对不起...","For the last apology, point 10086 likes. Sunshine, forests, earth, rivers. I am sorry...",0.300000012,-0.100000001
"为最后的道歉加一星。。。内容不喜，纯属虚构。。。","Add a star for the last apology . . Do not like the content, is purely fictitious. . .",0.400000006,-0.600000024
"为毛别的片都30他卖45?！还好没带他一起看，一人看够够的了","For the other films are 30 he sold 45 ?! Fortunately, did not take him to see, one enough to see enough",0.100000001,-0.300000012
"为毛要给老娘看李咏沙皮式的马脸小丑脸！！！大家都知道社会现象用你来逼逼？还反思上了卧槽！！对得起我30块钱么！！！","For the mother to look at Li Yong Li Sharice Shaman face clowns face! ! ! We all know that social phenomena use you to force? Also reflect on the lying groove! ! I am worth 30 dollars worth it! ! !",0.200000003,-0.200000003
"为毛评价这么滴...这背后的戏谑和内容有没有看懂...","Evaluation of hair so drop ... behind the joking and content have not read ...",0.400000006,-0.300000012
"为片尾的公益加一颗星","Add a star to the end of the public welfare",-0.200000003,0.400000006
"为着白姑娘去的，冯 老了啊","For the white girl to go, von old ah",0.400000006,-0.200000003
"为苏州风光片加一颗星","Add a star for Suzhou scenery",-0.699999988,0.699999988
"为范伟和王铮亮的歌加一星","Add a star to Fan Wei and Wang Zhengliang's song",-0.200000003,0.400000006
"为葛优的黑色幽默点个赞，剧情勉强。","Ge Ge black humor like a little, plot barely.",0.800000012,-0.699999988
"为葛优而去看的，看完了已有一个感想，终于有比四大名捕更恶心人的电影了，真是满足小刚恶心观众的典范啊","To Ge You go to see, after reading the impression that there has finally been more disgruntled than the movie's four movies, and really meet Xiaogang disgusting audience model ah",0.699999988,-0.699999988
"为讲故事而讲故事，学生交作业似得，虽然有几个点还是比较触动我的，但开了个头就点到即止了，没有延续。结构凌乱，包袱过时，看得昏昏欲睡。","To tell stories and tell stories, students pay for homework like, although there are a few points is more touched me, but opened his head to the end, did not extend. Messy structure, the burden of obsolete, see drowsy.",0.5,-0.699999988
"为贪污腐败和商业大俗片辩护的一部元素太多深度太浅的电影。","An element too deep and too shallow to justify corruption and commercial tyranny.",0.800000012,-0.800000012
"主旋律也太重了吧","The main theme is too heavy",0.5,-0.200000003
"主旋律电影 除了郑恺其他人都在演自己 冯导黔驴技穷了吗","In addition to the main theme of the movie Zheng Kai other people are playing their own feng guan donkey poor it",0.100000001,-0.899999976
"主线不明显，有些乱，笑点也不够","The main line is not obvious, some chaos, jokes are not enough",0.400000006,-0.600000024
"主要是和甲方乙方实在太像了 又没发现有什么提高的地方。。。","Mainly Party A and Party B is too much like it and did not find any improvement. . .",0.5,-0.200000003
"主要是太没故事性节奏平平","Mainly too unspoken pace rhythm",-0.200000003,0.300000012
"主要面对没看过甲方乙方的新生代观众们。老梗新编，段子还行，王朔的老味道","The main face of the party has not seen the new generation of Party B audience. A new chapter of the old stems, Duanzi okay, Wang Shuo's old flavor",0.200000003,-0.200000003
"主角们的人物性格和关注度显然不足，最让我惊讶的是，整部影片最让我动容的是对自然的忏悔！","Character and attention of the protagonists are clearly insufficient, the most surprising to me is that the whole movie I am most touched is the natural confession!",0.600000024,-0.899999976
"主题不明晰","The subject is not clear",0.100000001,-0.200000003
"主题其实真挺好 但是最后的呈现手法真的不敢恭维 串起来的故事也并没有就此连成一个紧密的整体 去电影院看是有点失望","The theme is actually very good, but the final presentation really can not compliment the story together did not concatenate into a close whole to the cinema to see is a little disappointed",0.200000003,-0.300000012
"主题很旋律，但故事讲得实在不行。","The theme is melodic, but the story really does not work.",0.5,-0.600000024
"主题很杂。。。","The theme is very mixed. . .",0.100000001,-0.100000001
"主题是讽刺吗？既讽刺又拉拢，除了最后的环保话题，其他的讽刺并没有把政府，文艺界和有钱人得罪透了。个人评价一般吧。","Is the theme ironic? Both satirical and overwhelming, in addition to the final topic of environmental protection, the other satire did not make the government, the arts and the rich people offended. Personal evaluation in general.",0.100000001,-0.100000001
"主题曲给3颗星","Theme song to 3 stars",-0.200000003,0.200000003
"主题有点乱，情节有点虚，其它都还好","The theme is a bit messy, the plot is a bit empty, the rest is okay",0.899999976,-0.300000012
"主题都不错，就是作为一部电影，貌似太散了。好久没有看电影了。","The theme is good, that is, as a movie, seemingly too scattered. Long time no cinema.",0.5,-0.200000003
"之前感觉这部电影一直恶评如潮，但是真正自己看下来，发现还是不错的，当然前提是你得看懂冯导真正在说些什么……","Before I felt this film has been bad reviews, but really look down, and found that good, of course, the premise is that you have to understand what Feng Daozhen is saying ...",0.800000012,-0.200000003
"之前我不知道为什么这部片子差评如潮，看完我就明白了。我觉得冯小刚范围允许内说了自己想说的话，这年头想找到一个认真想给你说说话的人不容易。他也许只是个导演，说的话也许不那么正确，但他起码勇敢的说了。有美好的理想，但看不到出路。","Before I do not know why this film bad reviews, read I understand. I think Feng Xiaogang allowed permission to say what he wanted to say, and it was not easy to find someone who seriously wanted to talk to you this year. He may just be a director, perhaps not so accurate, but he said at least bravely. There are beautiful ideals, but can not see the way out.",0.300000012,-0.5
"之前的你的自嘲原来是极度自傲的遮羞布，真的被人嘲笑了，你的自卑就喷涌而出。什么品性！","Before you self-deprecating turned out to be extremely proud of the fig leaf, really ridiculed, and your inferiority spewing out. What character!",-0.200000003,0.300000012
"之前的甲方乙方记不清了所以看这寓意的时候还觉得不错 有新意 可是为什么一定要老是提到钱呢 难道人们的愿望就只是变有钱？除了变得有钱有势就没有别的想法了么？信仰全无梦想枯竭 虽然是反映了社会 但也未免太过铜臭","Party B before the party can not remember so when I look at this morality but also think there are new ideas, but why must always mention money? Do people's wishes just change the money? In addition to becoming rich and powerful there is no other idea it? Although there is no dream of depletion of faith, although it reflects the community but also too much stinky",0.100000001,-0.100000001
"之前看一片的差评都差点不去了，看的时候也抱着就这样吧的心态，结果意外的觉得还行。故事结构挺乱的，结尾也莫名奇妙，但是感动的点也有，第三个故事歌出来的时候红了眼眶。还是要给GY好评！","Before looking at a bad review are almost gone, when you look at it holding the attitude of the bar so, unexpected results that okay. The structure of the story is very chaotic, the end is also inexplicable, but touched the point there, the third song out of red eyes. Or give GY praise!",0.800000012,-0.200000003
"之前看别人的评价说是各种差，看完那觉得挺好的啊，也许因为我也是一俗人，只能看着这么一俗的电影。","Before looking at the evaluation of others that are all kinds of poor, after reading that feel quite good, maybe because I am also a layman, can only watch such a vulgar movie.",0.100000001,-0.800000012
"之前看到评价那么差还有冯导的骂战就更勾起了观看的好奇心，看了以后觉得还好啊，挺多对这个社会的讽刺的，还有真的被李小璐美哭了，整的太值了～","Before you see the evaluation is so bad there Fengdao's war of words is even more aroused the curiosity of viewing, looked after feel okay, Tingduo the satire of this society, there is really cried by Li Xiaolu, The whole value of ~",0.200000003,-0.5
"之前看过的负面新闻太多了，真正一看感觉还是有笑点的，没有那么差。最后道歉的虽然很触动人，但故事感觉有点唐突。第一个故事明显冯导没敢放开手脚表达。总体来讲除了最后一个故事有点唐突，个人还是很喜欢冯氏幽默的。","Negative news before seen too much, the real look or feel funny, not so bad. Although the last apology is very touching, but the story feels a bit abrupt. Feng Gui did not dare to let go of the first story obviously expression. In general, in addition to the last story a bit abrupt, individuals still like Feng's humor.",0.5,-0.300000012
