"Chinese.origin.data","Google.translated.data","Google.Chinese.sentiment.analysis.score.base.on.Chinese.origin.data.","Google.English.sentiment.analysis.score.base.on.Google.translated.data."
"剧情不连贯，特别到后半段有点东拼西凑","Plot inconsistent, especially to the second half a little patchwork",0.699999988,-0.699999988
"剧情不错，结尾有些做作","The plot is good, the end of some contrived",0.899999976,-0.600000024
"剧情太烂俗···心灵鸡汤谁不会···","The plot is too dirty · Chicken soup who would not ...",0.600000024,-0.899999976
"剧情有点莫名其妙的，就第一段比较好","Plot a bit baffling, the first paragraph is better",0.699999988,-0.600000024
"剧情毫无联系嘛，牵强的人为拼凑","Plot no connection Well, forced people patchwork",0.600000024,-0.899999976
"剧情破碎,故作逼格,陈年老段,植入突兀,不知所云","Plot broken, so forced, old age, implanted abrupt, unintelligible",0.800000012,-0.899999976
"剧情类似甲方乙方，演员做作，差评！","Party A similar to the story, the actor made, poor review!",0.699999988,-0.600000024
"剧情进展缓慢，甲方乙方的第二部，但是没有那部直指人心了，有些情节牵强生硬，但是女性身材好的没话说啊！","Plot progress is slow, the second part of Party B, but not directed at the people's heart, and some plots forced blunt, but nothing to say good female figure ah!",0.800000012,-0.699999988
"剧情连接好生硬 白百合的表演太浮夸","The plot is too exaggerated to connect with a stiff white lily",0.699999988,-0.899999976
"剧本不好，梗比较生硬，有点无厘头。","The script is not good, terrier stiffer, a bit nonsense.",0.800000012,-0.899999976
"剧本很有意思 故事之间要更能衔接到一起就更好了 但总体上 能有7-7.5分的  宋丹丹那一段 最让我心痛 最后的道歉环节 单拿出来很好 就是和之前的剧情有那么点不搭 不过影片说了只算是extra part 所以也就不那么苛刻了","The script is very interesting between the stories to be more able to link together better, but in general there can be 7-7.5 points Song Dandan most hurt me the last apology link out of single good that is, and the previous plot so However, the film is only extra part of the film that is not so harsh",0.800000012,-0.600000024
"加一星给创意，不过看个电影还得琢磨着每一句的反讽和大道理，那也太累了","Add a star to the creative, but watching a movie have to ponder the irony and the truth of every sentence, it is too tired",0.800000012,-0.600000024
"勉强可看吧，剧情有点支离破碎的感觉！","Barely can see it, the story a bit fragmented feeling!",0.800000012,-0.699999988
"升级版的甲方乙方，最后的环保环节跟整个影片的立意连接的似乎有些牵强","Party B, an upgraded version, seems to be a little far-fetched from the original environmental connection of the film",0.600000024,-0.600000024
"半星给宋丹丹 毕竟她春晚的小品带给我欢乐 半星给葛优 冯小刚近期的作品把之前手机甲方乙方等带来的人品快败光了 太烂太做作","Song Dandan half star to her, after all, she brought me the happy part of the Spring Festival Gala to Ge You Feng Xiaogang recent works before the phone B Party B and other characters quickly defeated too sucks too contrived",0.699999988,-0.800000012
"单从最直接的观影感受来说，第一个故事不错，后面越来精神越涣散，最后一个道歉的地方更是没有达到导演的预期效果，心是好的，方式得改","From the most direct viewing experience, the first story is good, the more behind the spirit of the more scattered, the last place of apology is not up to the director's desired effect, the heart is good, the way to change",0.800000012,-0.899999976
"单从电影的观影感受来说 这确实是冯小刚从影以来拍的比较差的一部 但是这部电影的侧重点在于讲故事说道理 一个憋着怨气的导演拍了一部怨气十足的电影惹得大家不欢而散也就说的通了","This movie is just one of the film's viewing experience is Feng Xiaogang relatively poor film from the filming, but the focus of this movie is to tell the story that a simmering director took a grudge movie provoked We all broke up and said that the pass",0.600000024,-0.800000012
"单位的事儿妈组织大家去恒隆看的，数次以为演完了想出去，结果就是演不完。。。","Units of things that Mom organized everyone to see Hang Lung, several times that played out want to go out, the result is an indelible. . .",-0.899999976,0.699999988
"单纯逗乐的话 反正我是乐了 说不好笑的大概是笑点太高了吧 道歉那就算了 前面闹那么欢后面整这出真心是没半毛钱关系","Anyway, amused, anyway, I am happy that is not funny, it is probably a big smile, apologize, even if the front downtown",-0.800000012,0.600000024
"即使很假，中间还是有些感动的地方","Even if the fake, the middle or some moving place",0.899999976,-0.600000024
"原本觉得国产贺岁很口水，王朔当编剧确实吸引~踩红线了，也调侃了电影人~","New Year's Eve was originally felt very saliva, Wang Shuo when the screenplay really attracted ~ step on the red line, but also ridicule the movie ~",0.899999976,-0.699999988
"又是一个我不懂的片，结局真的是突兀。","Another piece I do not understand, the ending is really unexpected.",0.600000024,-0.800000012
"及格吧，最后一段环保真是不知所云。","Pass it, the last paragraph of environmental protection is really unintelligible.",0.699999988,-0.899999976
"反映了一些列社会热点问题，冯氏幽默意味挺明显，只是最后一段故事显得有点突然，中间衔接貌似出了点问题","Reflected a number of columns of social hot issues, Feng humorous means very obvious, but the last paragraph of the story seems a bit sudden, the middle of the interface looks like a problem",0.800000012,-0.600000024
"反正从头到尾没笑过，故事也感觉很生硬。","Anyway, laughed from beginning to end, the story feels very stiff.",0.699999988,-0.600000024
"反正没看懂，我觉得可以拍的更好看。","Anyway, did not understand, I think you can shoot better.",0.800000012,-0.699999988
"反贪主题倒是还好，但是电影毫无吸引力，最后的结局也是生硬....","The anti-corruption theme is actually okay, but the movie is unattractive and the final outcome is blunt.",0.800000012,-0.800000012
"只喜欢四个人最后对大自然的道歉独白，很催泪和感动。","Only four people like the last apology to nature monologue, it is tear and touched.",0.899999976,-0.699999988
"只有中国这片神奇的土地才能产出这样一部奇葩的片子","Only this magical land of China can produce such a wonderful film",-0.699999988,0.800000012
"只能说冯导拍这部片没有一点诚意，给两星是因为第三段故事还是感动了我。","Feng can only say that this film is not a point of sincerity, to the two stars because the third story or touched me.",0.800000012,-0.699999988
"只能说这些笑点在现在已经不对大众胃口了 甲方乙方是个经典 结尾挺感触 小盆友看得好乐呵","Can only say that these jokes in the now no longer appetite for the public Party B is a classic end quite touch Xiaopen friends look good Le ha",0.899999976,-0.699999988
"可以起说是今年看的比较差的一部电影","It can be said to be a relatively poor movie to watch this year",0.600000024,-0.699999988
"可怕的剧情，冗长的尿点","Terrible story, long urine",0.600000024,-0.899999976
"可惜了剧本配角 主演有人太糟践戏了","Unfortunately, the protagonist of the script cast someone bad practice",0.699999988,-0.699999988
"可笑就行了，给六分可以，冯式新影种，小品电影","Ridiculous on the line, to six points, von new film, skit movies",0.699999988,-0.899999976
"可能是被600多笑点低的同学影响了，也可能是见到导演和主演有点兴奋，我对这片的印象还不错，有出彩的笑点，但也有无聊的尿点，给个及格分，6.5/10","May be affected by more than 600 students laugh low point, it may be to see the director and lead a little excited, I'm good on this piece, there are brilliant jokes, but also boring urination, to pass points , 6.5 / 10",0.699999988,-0.699999988
"可能自己期待过高，反正我觉得是烂片一部，就是这样。。。。。","May be too high expectations, anyway, I think it is a bad film, that's it. . . . .",0.600000024,-0.699999988
"台词过于直白僵硬，整体表达效果还是有的","Too straight lines stiff, the overall expression of the effect is still there",0.600000024,-0.600000024
"吃过饭两个人一起看一部电影 内容不重要 但是这种平平淡淡的生活拥有的时候不珍惜 现在知道也不晚啊","Eat two people together to watch a movie content is not important, but this kind of ordinary life does not cherish the time to know it is not too late",0.800000012,-0.600000024
"各个故事之间衔接的有点乱，到最后也没明白讲了什么....","The convergence between the various stories a bit chaotic, and finally did not understand what to say ....",0.699999988,-0.699999988
"各种浅尝辄止的尝试汇集在一起，是不是冯导最烂的一部了？","Try a variety of shallow try together, is not the worst part of Feng guide?",0.699999988,-0.600000024
"各种看不下去，总有感觉剧情发展不下去了","All kinds of can not afford to go, there is always no way to develop the story",0.699999988,-0.699999988
"后面对大自然的道歉，太突兀。","Behind the apology to nature, too abrupt.",0.800000012,-0.800000012
"吐槽都吐的很到位了","Tucao spit it is in place",0.899999976,-0.699999988
"听起来各种有趣，看起来各种无聊。","Sounds interesting and looks boring.",0.699999988,-0.699999988
"和爸爸看电影 为毛线觉得什么都好看  就像和妹妹看综艺 神马都好像一样= =  我是一个很容易被人带动的人= =","And my father watching movies for the wool that everything looks good and sister like to look like art = God = = I am a very easy to be driven by people = =",-0.699999988,0.800000012
"和老妈一起看的，13年贺岁片，还口以拉，我要求不那么高的。","Watching with my mom, the 13-year New Year film still belittled to pull, I asked not so high.",0.699999988,-0.800000012
"唯一一次在电影院没看完就走的电影","The only time in the movie theater did not finish watching the movie",0.699999988,-0.600000024
"喜剧片但是不好笑，有点做作，影片虽然最后立意环保，但略显直白突兀，缺少那么点韵味和意思。","But not funny, a bit contrived, the film although the final intention of environmental protection, but slightly blunted, lack of flavor and meaning.",0.800000012,-0.600000024
"喜歡俗氣導演那段，俗氣才是生存之道","Like tacky director that period, cheesy is the way to survive",0.699999988,-0.600000024
"嗯，这种电影还是在家看比较值，虽然道具啊环境啊都蛮好的，但是剧情真心不好，也不搞笑。","Ah, this movie is still at home to see the comparative value, ah, ah props ah environment are quite good, but the plot really bad, not funny.",0.699999988,-0.899999976
"四个主题，批判贪污腐败，文化没落，贫富悬殊，环境污染 ，还是甲方乙方的套路，虽然广告植入颇多，但是还是为导演的敢说打五星","Four themes, criticizing corruption, cultural decline, disparity between the rich and poor, environmental pollution, or Party A's routine, although a lot of advertising implanted, but for the director's dare say playing five-star",0.699999988,-0.800000012
"四星半 挺好看的啊 不懂看的也图个乐呵嘛","Four-and-a-half and a half look good ah do not understand to see a picture of a happy thing",0.699999988,-0.600000024
"四节故事，三节戏中戏，戏中戏代入感太差","Four stories, three plays in the drama, play in the drama on behalf of the poor",0.699999988,-0.699999988
"因为周围的人评价两极化所以更增添了要看的兴趣，终于看了之后觉得，有感人的，有荒诞的，有讽刺的，都挺过瘾，如果说之前的三个故事还可以用造梦来穿在一起，可是最后那个道歉篇是怎么说呢，回到现实吗","Because the people around the evaluation of polarization so add more interest to see, finally read after that, touching, absurd, ironic, are very enjoyable, if the previous three stories can also be used to create Dream to wear together, but the last piece of apology is how to say it, back to reality yet",0.699999988,-0.600000024
"因为我真有一辆车，哈，真实在，虽然剧情实在太散太平淡，但是，最后的对河流山川大自然的致歉，起码对于现状确实有了剖析，是有待解决的问题，不过，做出自己能做到的，量力而为就好。","Because I really have a car, ha, real, although the plot is too loose and too dull, but the final apology to rivers and mountains nature, at least for the status quo an analysis, is to be solved, however, to make I can do it myself",0.800000012,-0.600000024
"因为是冯导的作品，所以略有失望","Because it is Feng guide works, so slightly disappointed",-0.600000024,0.699999988
"因为期待值太低  所以反而能接受么  但笑是真的笑不出来","Because the expectation value is too low, I can accept it but I can not laugh at it",0.600000024,-0.600000024
"国产小媳妇开大会，老冯把牛逼还给牛了，所以一塌糊涂得厉害，看得一身鸡皮疙瘩","Domestic daughter-in-law open meeting, Lao Feng Niubi back to the cow, so a mess, see a goose bump",0.600000024,-0.800000012
"圈钱片 范伟那段倒是挺入目三分","Fan Wei Fan Wei period it touches into the head three points",-0.600000024,0.600000024
"在电影院看过的最烂电影","The worst movie ever seen in a movie theater",0.600000024,-0.899999976
"基本就是用很差来形容了，创作这个东西一定要有积累，冯小刚和葛优真的有点疲了","The basic is to describe the poor, the creation of this thing must have accumulated, Feng Xiaogang and Ge You really a little tired",0.899999976,-0.600000024
"多的一颗星是给2014春晚的，票房一定高","One more star is for the 2014 Spring Festival Gala, the box office must be high",-0.600000024,0.699999988
"大俗的方式讲了个媚雅的故事，为导演的初衷和反思打个中评。","The vulgar way told a Meiya story, as the director's original intention and reflection to make a comment.",0.600000024,-0.699999988
"大家对于商业贺岁片真的要求太高了.........最后一段环保宣传虽然突兀又肉麻，还是希望大家能多些思考。","Everyone really demands too much for the commercial Lunar New Year ......... The last paragraph of environmental protection although obscene and nauseating, or hope we can think more.",0.600000024,-0.699999988
"大概就是值怎么多，天下无贼后冯导能不能拍好电影呢","About how much is worth, after the world without thieves von guide can not make a good movie yet",0.699999988,-0.699999988
"大概能明白导演想表达什么，但是很显然，没拍出来","Probably understand what the director wanted to say, but apparently did not shoot it out",0.699999988,-0.600000024
"大烂片，三个小品的堆砌，让人不敢想象这是冯小刚导演的作品","Big bad film, three sketches of stuffing, people can not imagine this is Feng Xiaogang's directorial work",0.699999988,-0.800000012
"太俗了 没看懂其中的高端","Too vulgar did not understand one of the high-end",0.699999988,-0.899999976
"太假的感觉","Too fake feeling",0.600000024,-0.699999988
"太屎，白百合和李小璐两个人结合在一起，更屎","Too feces, white lily and Li Xiaolu two people together, more feces",0.800000012,-0.899999976
"太差了，就是前面10几分钟能看，后面简直是狗屎吧","Too bad, is the front 10 minutes to see, behind it is shit it",0.600000024,-0.899999976
"太有教育意义的东西看着就没那么舒心！","Too meaningful to look at it is not so comfortable!",0.800000012,-0.600000024
"太烂了，甲方凑在乙方的续集么，糟心的三个小品凑一起","Sucks, Party A Minato B's sequel Mody, messy three skit together",0.800000012,-0.699999988
"太过肤浅的调侃，结局与前面的剧情没什么关系～好处是不费脑子，但看过也记不住～在家无聊找点声音听听","Too shallow supercilious ridicule, the outcome has nothing to do with the story in front ~ The advantage is not mind, but read also can not remember ~ Bored at home to find something to hear",0.600000024,-0.800000012
"夸张的不得了","Exaggerated incredible",-0.600000024,0.600000024
"奔着葛大爷去得，整体笑料是有却是不足，故事像是一个短剧一个短剧硬拼凑在一起，唯一吸引我的就是宋丹丹车上那段音乐，还有最后的各自道歉，总算没白来看。","Ge Ge grandfather went to go, the overall joke is there is not enough, the story is like a drama a piece of drama together, the only thing that attracted me is Song Dandan car that period of music, as well as the last of their apologies, and finally did not White look.",0.699999988,-0.699999988
"套用里面一句台词文盲坐电影院也能哈哈大笑给那些随着流大骂又差评的人再合适不过了","Apply a line inside the text illiterate sit in the cinema can laugh to those with the flow of curse and poor evaluation of the people is appropriate",0.800000012,-0.600000024
"女主太弱 但是第二个剧本很牛阿 最后的道歉很有情怀 反正他都到这地步了 讨好观众无所谓了。","The hostess is too weak, but the second script is very cowardly apologize for the last great feeling anyway, he came to this point to please the audience does not matter.",0.699999988,-0.800000012
"好像是生生的把几集肥皂剧拼接在一起，每个故事又有种想说的太多却无从下手的感觉，最最出彩的其实是结尾道歉的部分，如果全部像李小璐那段使用内心独白而不要读出来感觉会更加震撼，为结尾加一颗星","Seems to be life and life of several sets of soap operas stitching together, each story has a kind of want to say too much but no sense of starting, the most outstanding is actually the end apology part, if all of the use of inner monologue as Li Xiaolu Do not read it will feel more shocking, add a star for the end",0.699999988,-0.800000012
"好几处简直无语，最后那个。。。","Several are almost speechless, the last one. . .",-0.899999976,0.699999988
"好奇有多烂，看过之后发现果然很烂，我就放心了","Curious how rotten, after reading it really bad, I was relieved",0.899999976,-0.699999988
"好好讲故事不行吗？","Good story telling?",-0.600000024,0.600000024
"好无聊，我觉得冯导用力过猛了","So bored, I think Feng guide too hard",0.600000024,-0.699999988
"如果可以给负分的话我绝对给了。。。。。。。。。。。。。","If you can give negative points, I absolutely gave. . . . . . . . . . . . .",0.600000024,-0.699999988
"如果当电影看实在有些不明所以，当其他的呢...","If the movie is really unclear, so when the other ...",0.699999988,-0.600000024
"如果撇开怨气诚意接地气不说 冯小刚至少还是个愿意有情怀的导演 他至少试过了","If aside the grievance sincerity Fengjie Feng said at least not willing to have a director in charge of at least he tried",0.699999988,-0.600000024
"如果是一个年轻导演来拍，这算是一部合格的电影，不过对于冯导来说，这部片水平稍低，而且最后用了个老梗，更是拉低了影片的分数，也是故事的第二段是导演的本意。","If you are a young director to shoot, this is considered a qualified movie, but for Feng guide, the film is slightly lower, and finally with a stalks, it is pulled down the score of the film, but also the story The second paragraph is the director's intention.",0.699999988,-0.600000024
"如果没有最后一个故事会好很多","If there is no last story will be much better",0.800000012,-0.600000024
"娱乐点就行 咱能不装逼么","Entertainment point on the line we can not install forced it",0.600000024,-0.600000024
"宇宙无敌超级大烂片","Universe invincible super big bad film",0.699999988,-0.600000024
"宋丹丹那一段，挺像小品的。。。。","Song Dandan that period, quite sketchy. . . .",0.800000012,-0.699999988
"宋丹丹那段挺感人的 最后环境那几段独白 郑恺欠点 葛优那段采访太画蛇添足了 就感觉编剧写写没灵感了 一顿凑活","Song Dandan very touching that last paragraph of those few paragraphs monologue Zheng kai owe Ge You that interview is too superfluous to write on the screen feel no inspiration for a living Minato",0.800000012,-0.699999988
"完全就是甲方乙方的换皮之作，毫无新意，对白陈旧，桥段老套，看完有种回到九十年代的感觉，坑爹大作！！！","Is completely a party B's change of skin for nothing new, dialogue obsolete, old-fashioned, after watching a kind of back to the nineties feel, pit father masterpiece! ! !",-0.800000012,0.600000024
"实在无语","Really speechless",-0.699999988,0.899999976
"实在是太无聊了，也没啥笑点，李小璐身材不错","It is too boring, and nothing jokes, Li Xiaolu good figure",0.699999988,-0.800000012
"客观的说，非常平庸的一部喜剧","Objectively speaking, a very mediocre comedy",0.600000024,-0.800000012
"对现实有许多的讽刺，不过拍得有些沉闷了，难道冯导也雅中毒？","There are many satire on the reality, but some boring pat, is Feng guidance Ya poisoning?",0.800000012,-0.899999976
"对甲方乙方没印象的表示挺好看的。。。","Party B did not impress on the very good-looking. . .",0.800000012,-0.600000024
"导演中有坏人啊，干部中有坏人啊，群众中有坏人啊，宇宙中有坏人啊。。。。","There are bad guys in the director, bad guys in the cadres, bad guys in the crowd, bad guys in the universe. . . .",0.600000024,-0.699999988
"小孩看还可以，成年人别看了，从头到尾我没笑过。","Children can see, adults do not read, I did not laugh from start to finish.",0.600000024,-0.699999988
"小幽默，小感动，小创意，但看完之后有点小莫名其妙和小不知所云~","Small humor, a small move, a small idea, but after reading a little baffling and small unknowingly ~",0.899999976,-0.800000012
"小段子搞笑，但杂乱无章。","Little funny, but disorganized.",0.699999988,-0.800000012
"小讽刺，小大胆，小沉重，小幽默，还是值得看。","Small irony, small bold, small heavy, small humor, or worth seeing.",0.899999976,-0.600000024
"就一贺岁片，乐了就行，扯那么多有用吗","On a New Year film, music on the line, pulling so much useful it",-0.600000024,0.899999976
"就像导演自讽的那样有点俗","As the director of irony that kind of vulgar",0.699999988,-0.800000012
"就冲冯导那气急败坏的样子，我就给一颗心好了！！！","Feng Zhifeng that flustered look, I give a heart good! ! !",-0.699999988,0.899999976
"就冲最后那几个场景还是给个4星，挺震撼的","The last few scenes on the red or to a 4-star, very shocking",0.899999976,-0.699999988
"就劇情架構來說和當年的甲方乙方中的好夢一日游區別不大，這也就使得整個電影沒有什麽情節上的突破，還少了點當年的小感動，給馮導點面子吧，3個星。","On the plot structure and Party A Party B in the same year's dream day difference is not very big, which also makes the whole movie without any breakthroughs in the plot, but also less the point of the year's little move, to Feng guide point face it , 3 stars.",0.600000024,-0.600000024
"就当看了几个小品串烧 开头以为是盗梦空间一样的高科技设定 结果是COSPLAY...","When I saw a few pieces of skewer at the beginning of the building that is the same high-tech settings Pirates of the dream is COSPLAY ...",-0.699999988,0.600000024
"就感觉打开电视听了四段相声，感觉不值，毕竟在家里看相声不要钱啊！","I heard the four-phase comic open the TV to hear, do not feel worth it, after all, not at home to see comic dialogue ah!",0.600000024,-0.800000012
"就时间都去哪儿那里感动一下下，其他真的好无语啊TT...","Where time to move about where the other really good speechless ah TT ...",-0.600000024,0.600000024
"就是一堆段子结合在一起的电影，两女主毫无出彩的地方","Is a bunch of pieces combined with the movie, the two women have no good places",0.699999988,-0.699999988
"就是典型的京油子贺岁片，挺好","Is a typical Beijing Youzi New Year film, very good",-0.600000024,0.800000012
"就是周末没事消磨时间热闹一下，本身就没啥期待。","Is nothing to kill the weekend fun about it, nothing to expect.",0.800000012,-0.699999988
"就是很普通的商业喜剧吧 无聊的时候看挺打发时间的所以挺好的","It is a very common commercial comedy look very boring when very good hair time so good",0.699999988,-0.800000012
"就第一个故事不错  其他的太做作了","The first story is good and the other is too contrived",0.800000012,-0.899999976
"就算在飞机上无事可做打发时间也觉得很无聊。。","Even on the plane can do nothing to pass the time feel boring. .",0.600000024,-0.699999988
"就算幽默讽刺也做得很一般","Even humorous satire has done very well",-0.600000024,0.699999988
"就范伟那个小故事还行 后面实在有点不知所云.......","Fan Wei that little story behind the line is really a bit unintelligible .......",0.800000012,-0.699999988
"尺度节奏都没对，刻意不出艺术感的作片～","Scale rhythm is not right, deliberately not a sense of art for the film ~",0.800000012,-0.699999988
"尽管开篇声明故事是杜撰的，但是此地无银，电影，首先要好看，讽刺，也应当有所高度，私人定制，可能只是冯小刚的私人定制。","Although the opening statement of the story is a fiction, but no silver here, the movie, first of all to look good, ironic, it should be a high degree of personal custom, Feng Xiaogang may only be the custom.",0.600000024,-0.600000024
"左边老娘们笑得我无语了，她真真儿是冯小刚的粉丝儿","The left ancestors laugh at me speechless, she is really a fan of Feng Xiaogang children",-0.699999988,0.800000012
"差不多的题材，拍的不如优酷上的乙方甲方，娱乐娱乐吧","Almost the same theme, take better than Youku on the Party B Party, Entertainment Entertainment",-0.600000024,0.800000012
"差评，说点理由：剧情牵强，笑料老套。","Bad comment, to say the reason: the plot far-fetched, jokes stereotypes.",0.600000024,-0.800000012
"已经无语","Already speechless",-0.699999988,0.800000012
"希望众导明年以史为耻，以冯为鉴，将电影真正的变成艺术。","I hope that the public will be ashamed of history next year, taking von as a mirror and turning the film into real art.",0.800000012,-0.699999988
"带着一颗搞笑的心结果跟上了堂政治课一样 没劲很","With a funny heart results to keep up with the class politics class as boring",-0.899999976,0.600000024
"带着些许的期望，才不会失望","With a little hope, I will not be disappointed",-0.600000024,0.699999988
"带着期待去，带着失望归。","With expectations, with disappointment.",0.600000024,-0.899999976
"帮别人实现梦想的老梗 故事和表现手法也毫无新意 几个故事之间没有联系 最后强行感动观众 强行讲道理 4个字 生搬硬套","Help others to realize the dream of the old Terrier Story and performance techniques are nothing new There is no connection between several stories Last forced to move the audience Forced reasoning 4 characters move hard",0.699999988,-0.899999976
"年底一乐，何必较真。","End of a happy, why more true.",-0.800000012,0.600000024
"并不搞笑，和她一起看的","Not funny, look with her",0.800000012,-0.600000024
"并没有想象中的那么烂  段子还是那些端子  很多地方还是笑出声了 只感觉时间在走  大家都变了","Did not imagine that bad section or those terminals still laughed a lot of places just feel the time to go everyone has changed",-0.600000024,0.600000024
"庆幸是在电脑上看的 缺少紧凑的剧情 感觉是三个微电影拼凑起来 可能是我这种俗人欣赏不了雅吧","Fortunately, the lack of compact plot seen on the computer is the feeling that the three micro-film patchwork may be my kind of lay people can not appreciate it",0.699999988,-0.800000012
"廉洁宣传片 海南风景太耀眼 有点换不过来","Hainan Propaganda film is too bright, but a little change",0.800000012,-0.600000024
"开头没看到，不过笑点低具有讽刺的风格，个人比较欣赏最后道歉那段。","Did not see the beginning, but the joke low irony style, personal more appreciate the last apology.",0.899999976,-0.899999976
"开始看完觉得挺差的细细回味一下觉得还可以","Start to read that very thin aftertaste feel that you can",0.600000024,-0.600000024
"开始看着还可以，直到范老师的故事结束，就变味了，虎头蛇尾","Start watching still, until the end of Fan's story, it becomes a tasteless, out of nothing",0.699999988,-0.899999976
"开始还凑合，情节很俗很合我个人的品位，后来走温（keng）情(die)路线，本人就开始过敏了，最后也没俗下来，只能因过敏暴毙身亡了","The beginning is OK, the plot is very vulgar my personal taste, and then take the temperature (die) line, I began to allergies, and finally vulgar, only died of allergies",0.800000012,-0.899999976
"弹棉花的内个段子是多么的小清新，矫情的人现在怎么呢么多。","Cotton inside a segment is how little fresh, hypocritical people now how so much.",0.899999976,-0.800000012
"当喜剧看，有笑，结尾莫名其妙","When comedies look, laugh, ending inexplicable",-0.800000012,0.699999988
"影片又想搞笑又想感人，可实际是既不会畅快大笑，也不会潸然泪下，只能说看过哭笑不得","The film wants to comedy and think touching, but in fact it is neither a happy laugh, it will not shed tears, can only say that dumbfounded",0.800000012,-0.800000012
"影片好零散、最后硬加个煽情的保护环境的桥段让人有点不知所云。","The film is fragmented, the last hard plus a sensational section of the protection of the environment a bit unintelligible.",0.699999988,-0.800000012
"很一般，不像电影像小品，创意还跟自己以前的雷同，笑点又比不上以前","Very general, unlike movies like sketches, creative also with their previous similarities, jokes can not compare with the previous",-0.800000012,0.699999988
"很一般，映射问题也很直白，没什么亮点","Very general, the mapping problem is very straightforward, no bright spots",-0.800000012,0.699999988
"很写实，已经不是电影了，明明就是戏剧化的焦点访谈节目，披露这个社会这个世界和一些人的嘴脸和生活…","Very realistic, is not a movie, and obviously is the dramatic focus of talk shows, disclosure of this community and some people's face and life ...",-0.800000012,0.800000012
"很多人给差评，但还是去看了。说句良心话，这片子就是恶俗博大家一笑，非要把萝卜当人参来吃的人我就不说什么了","Many people give a bad review, but still went to see. Say a good conscience, this film is vulgar Bo smile, not to turn radish ginseng to eat, I do not say anything",0.600000024,-0.699999988
"很好啊 不知道为毛评分这么烂","Very good ah do not know for the hair score so bad",-0.899999976,0.800000012
"很好的电影，评分这么低实在不理解","Very good movie, scoring so low really do not understand",-0.600000024,0.800000012
"很差的一部电影，冯氏喜剧有种江郎才尽的感觉。","A very poor movie, Feng's comedy is a kind of feeling only Jiang Lang.",0.600000024,-0.800000012
"很想打零分 年度最烂没有之一 超越富春山居图","Want to hit zero one of the worst in the year beyond Fuchun mountain map",0.600000024,-0.899999976
"很无语的片子","Very speechless film",-0.699999988,0.899999976
"很有寓意的片子 没传说的烂 演员选的不好 喜欢宋丹丹的那个故事和解决葛优受采访的那段","Very meaningful film did not choose the legendary rotten actor bad Song Dandan favorite story and solve the section interviewed Ge You",-0.600000024,0.699999988
"很有诚意的电影，一个时代的声音，美梦或许只是一场空，却未必不是一种心灵的疗伤","Very sincere movie, the voice of an era, the dream may be just an empty, but not necessarily a spiritual healing",-0.600000024,0.800000012
"很烂，但是第一次见满座的电影，所以","Sucks, but for the first time I see a full movie, so",0.600000024,-0.699999988
"很烂，感觉冯小刚的电影以后再也不会去看了。","Bad, feeling Feng Xiaogang's movie will never see again.",0.800000012,-0.800000012
"很讽刺，冯小刚现在似乎又是火力全开，也不端大师范了，嬉笑怒骂，痛快淋漓，不过这也才是他","Ironically, Feng Xiaogang now seems to be full of firepower, but also misconduct masters, ridicule, dripping, but this is also his",0.899999976,-0.600000024
"很赞的一部电影，不知为何豆瓣竟给如此低的评分","A very good movie, I do not know why the watercress actually give such a low score",-0.899999976,0.699999988
"很高兴又给烂片拉票房了，整场电影我只记住了两对胸和一辆mini paceman","Glad to give rotten film box office, the whole movie I only remember two pairs of chest and a mini paceman",0.899999976,-0.800000012
"怎么人人都成吐槽星人了 雅了半拉 俗了半拉 挺好的一电影呃 算不上特别差吧","How can everyone become a talented talented woman?",-0.800000012,0.699999988
"怎么说呢，看的感觉不大好，希望下次能更突出讽刺现实神马的","How to say it, do not feel good to see, I hope the next can be more salient satirical reality of God",0.800000012,-0.600000024
"怎么说呢，笑点还是有的，只不过没能超越前作。","What to say, jokes or some, but failed to go beyond the previous work.",0.699999988,-0.699999988
"性贿赂那一块，还原的很到位","That piece of sexual bribe, reduction is in place",0.899999976,-0.600000024
"总体主题还是可以的，就是笑点一般吧，冷笑话，哈哈，最后雾霾是败笔呀","The overall theme is still possible, it is a joke in general, joke, ha ha, the last smog is a failure",0.800000012,-0.899999976
"总体感觉平淡乏味……","The overall feeling is boring ...",0.800000012,-0.699999988
"总体来说感觉吧有些胡扯 就是逗一乐吧 还行","Overall it feels some crap is a joke it okay",0.899999976,-0.600000024
"总的感觉片子有点空，有些情节没衔接好","The overall feeling of the movie a bit empty, some episodes did not link well",0.800000012,-0.600000024
"恩 绝对烂片","Absolutely bad film",0.600000024,-0.800000012
"恭喜冯导，成全自己，恶心别人。","Congratulations Feng guide, fulfill oneself, disgust others.",-0.899999976,0.699999988
"情节有些乱，整体性不强，还是解解闷而已","The plot is somewhat chaotic, the overall is not strong, or relieve boredom",0.600000024,-0.899999976
"情节连接牵强 但这种公司有创意","The plot is far-fetched but the company is creative",0.800000012,-0.800000012
"想回归甲方乙方的感觉，但是明显太做作了，讽刺还行。","I want to return to the feeling of Party B, but obviously too contrived, ironically okay.",0.699999988,-0.899999976
"想搞笑，也想也深度，结果都没搞好~","Like funny, but also want depth, the results did not improve ~",-0.600000024,0.600000024
"想法不错，不过弄成片段式的稍嫌散乱，没有力道。","Good idea, but fragmented into a little messy, there is no strength.",0.800000012,-0.600000024
