"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
30,"其实这种电影网上看就好了 但不知道影院里为什么很多人 可能是情侣们 姐妹们消遣娱乐的项目吧 真心没有甲方乙方好 或许是为了广电总局的通过 导演把犀利的言辞改了 看完后真心没有碰击心灵 结尾觉的各种牵强似的对环境的担忧 对人类不文明行为的斥责","In fact, this movie online look just fine, but do not know why many people in the theater may be lovers and sisters recreational entertainment project it really did not have a good party B or may be for the SARFT director sharp speech changed read Really did not hit the end of the mind feel a lot of forced to worry about the environment on the uncivilized behavior of human reproach",0.803447
30,"其实这部电影的立意还是不错的，每个人都有发白日梦的权利，能够度身订制使白日梦成真的服务，想必很受欢迎。可是每个故事说教和嘲讽权贵的意味都太浓厚，本应该幽默博君一笑再发人深省，却好像被上了一堂思想教育课，不要迷恋权贵，不要俗不可耐，不要奢华糜烂，但是，效果欠佳吧。喜欢郑恺！","In fact, the film's conception is still good, everyone has the right to a daydream, be able to tailor the daydream come true service, presumably very popular. However, each story preaching and ridiculing the power of the elite are too thick, it should be a sense of humility and then send people thought-provoking, but seems to have been put on a lesson in ideology and education, not obsessed with power, not vulgar, do not luxurious erosion, however, the effect Okay. Like Zheng Kai!",0.83832
30,"其实这部电影说的很明白，冯导想用喜剧的手法来表现我们当下的一些问题~~~其实喜剧要比悲剧难以把握，因为真正优秀的喜剧是要人看了之后笑，笑了之后又让人哭，让人思考~~而这种喜剧绝对不是大众可以理解的~~~","In fact, this movie is very clear that Feng guide the way comedy performance of some of our present problems ~ ~ ~ In fact, comedy is more difficult to grasp than tragedy, because the real good comedy is seen after the people laugh, laugh And let people cry, people think ~ ~ This comedy is definitely not the public can understand ~ ~ ~",0.955804
30,"典型三段式议论文结构啊！开头结尾摆观点，中间用三个例子，结尾还来段抒情。以葛优一笑话收尾，试图营造言有尽意无穷的赶脚！但文章构思老套，表达效果一般，文章中心没有得到突出，颇有恶心别人，成全自己的倾向！","Typical three-stage argumentative structure ah! At the beginning of the end put the point of view, with three examples in the middle, but also to the end of paragraph lyric. End with Ge Youyi joke, trying to create an endless stream of words! However, the concept of the article stereotypes, the general effect of expression, the article center did not get prominence, quite disgusting others, fulfill their own tendencies!",0.859954
30,"写入社会现实、宣导正能量是好事儿，但作为冯导的贺岁片，实在很一般。剧情平淡，笑点平淡，不是冯导的水平，观众看得不过瘾。幸亏有好演员支撑","It is a good thing to write about social reality and advocate positive energy. However, as Feng Chui's New Year's film, it is very common. The story is dull, joking dull, not the level of Feng guide, the audience is not fun to see. Thanks to a good actor support",0.854162
30,"冯导，在拍自己的东西。用自己的风格来不断的黑幽默这个社会，从第一个故事的富人黑到官员。甚至拿自己开涮，并对影片的暧昧表态—就是不买你们的账，要拍自己的。最后一个故事体现出了对大众更多的关怀...乃至延伸出感恩，进而关联到人与人、人与自然。冯导还是会继续拍下去的...最后的故事告诉我们。","Feng guide, take their own things. In this style of society, black humor is constantly changing from the rich in the first story to officials. Even take their own rinse, and the film's ambiguous statement - that is, do not buy your account, to shoot their own. The last story shows more concern for the public ... and even extends gratitude, which in turn is linked to people, man and nature. Feng guide or will continue to shoot down ... The final story tells us.",0.848463
30,"冯导三年磨一剑的作品呀，笑点却不多，可能是故事太过浮夸了，不过最后一个额外篇：感谢，还是很让人感动，再配上最后羽泉的那首清澈的歌曲，让人有种说不出的感觉~","Feng guide three years grinding sword work Yeah, but not many jokes, the story may be too exaggerated, but the last one extra articles: Thank you, or very moving, matched with the last Yu Quan that clear song , People feel a kind of indescribable ~",0.844716
30,"冯导你到底欠了华谊多少钱? 这么不愿意卖笑接客就别拍喜剧了嘛.....期望不高的话, 其实前几个故事挺好笑的, 丹姐的那个俺还掉了些鳄鱼的眼泪. 最后的公益环保广告实在是太突兀了. 评分没那么好但也没那么差, 真的~","Feng guide you in the end owed Huayi how much money? So reluctant to laugh at the pick do not shoot comedy Well ... expectations are not high, in fact, the first few stories very funny, Dan sister that I also lost some Crocodile tears. The last public service advertising is really too objectionable. The score is not so good but not so bad, really ~",0.831903
30,"冯导发力过猛，想打贪官、导演、富商的大嘴巴子，借荒诞讽现实，诚意还是有的。看完最后的公益片，觉得的确有些刻意了。毕竟整个电影看上去想说得太多，又要憋着的感觉。还是需要加油吧~","Feng guide too aggressive, want to fight corrupt officials, directors, wealthy business mouth, absurd satire reality, sincerity or some. After watching the final piece of charity, I feel really deliberately. After all, the movie seems to want to say too much, but also the feeling of simmering. Still need to refuel it ~",0.823997
30,"冯导想用冯式幽默来告诫我们。不过叙事方式总是觉得有些单调。内容是好的 但是貌似还不适合现状。电影总体的节奏较慢。个人观点就是这样。该来新人的时候啦","Feng guide von humor to warn us. However, narrative style always feel a little monotonous. The content is good but looks like not fit for the status quo. The overall rhythm of the movie is slower. This is the personal opinion It's time for newcomers",0.817483
30,"冯导想表达的内容其实很好很先锋很棒，可惜败在了形式。","The contents of the guide von Feng is actually very good very vanguard, but lost in the form.",0.826156
30,"冯导想通过这部作品讽刺贪官和一味脱俗的导演，初衷不错，但讽刺有余，笑点不足。试想冯导应该也不觉得好笑，只是想把个人对社会个别现象的讽刺告诉世人，喜剧还是应该让观众在酣畅淋漓的笑声中体会大道理。","Feng director through this work satirical corrupt officials and blindfolded director, good intentions, but satirical, jokes lack. Just think Feng guide should not feel funny, just want to tell the world the individual's satirical individual phenomenon of society, the audience should still let the audience understand the truth in hearty laughter.",0.839704
30,"冯导新作，赶快把这课不上，故意拔高儿了，想抖落出哲理来，但剧情太假了，权当一个寓言故事来看就好~","Feng guide new work, quickly put this lesson is not, deliberately high children, and want to shake off the philosophy, but the plot is too fake, the right to look like a fable story like ~",0.798775
30,"冯导是要证明自己自己不俗吗？还是证明自己知道什么是俗什么叫不俗？就是杂拌儿堆起来，把时尚流行元素一股脑搁一起，环保也可以很时尚。","Feng guide is to prove himself good? Or prove that they know what is vulgar What is good? Is mixed up children pile up, put the fashion elements put together, environmental protection can be very stylish.",0.841346
30,"冯导演向冯老师的转型，正三观对于一个电影工作者来说，你还是有点高估自己的使命和能力。全片看下来有种大制作微电影的感觉，臭贫依然是冯氏影片的主要看点。导演还是受中国的主旨思想影响太深，建议重新把握一下什么叫针砭时弊辛辣讽刺，而不是春晚小品。雅过敏那部分不错，作为贺岁片起码合格了。","Feng director to Feng's transformation, is the third concept For a movie worker, you still a little overestimated their own mission and ability. The whole film look down a kind of large-scale production of the feeling of micro-film, poor poverty is still the main aspect of the film's Feng. The director is still influenced by China's main idea is too deep, it is recommended to regain what is stingy spicy satire, rather than Spring Festival Evening Pieces. Ya allergy that part of the good, at least as New Year's film qualified.",0.821177
30,"冯导的自嘲还是不错滴～","Feng guide self-deprecating or good drop ~",0.838582
30,"冯导的贺岁挡电影，许多人在年末看了这部，我是在烂片满天飞的评价后，才看的。也许就像俗语所说的，希望越大失望越大，而我正相反，有着烂片的概念，反而看到了好的方面，在冯式笑料的背后，展现出现今社会的腐败和糟点。估计是冯导今年太忙了，没有用心拍，只是会意，没有传神。插曲很煽情，泪点。","Feng's Lunar New Year blocked the movie, many people read this at the end of this year, I was rotten films in the evaluation of the sky, only to see. Perhaps, as the saying goes, the greater the hope, the greater the disappointment. But on the contrary, the concept of having a rotten film has instead seen the good side. Behind the von joke, it shows the corruption and the crumbness of today's society. It is estimated that Feng guide too busy this year, no intentions pat, just knowing, not vivid. Episode is sensational, tears.",0.897828
30,"冯导说这是为市场而拍的电影，虽然这部电影我觉得欠佳，但第二个故事要表达的东西我很赞同，连泰囧这样的烂片票房都这么好，果然俗是最受欢迎的。另外时间都去哪儿了确实感人。","Feng Chien said that this is a movie shot for the market, although I think this film is not good, but the second story I want to express the very same thing, even Thai 囧 such bad film box office are so good, really vulgar is the most popular. Another time where to go really touching.",0.844862
30,"冯小刚一贯的黑色幽默，一路讽刺到底，王朔也算是把俗气的社会现实玩过了瘾。除了剑南春和怡宝、白百合和羽凡片尾曲的捆绑让人对娱乐业有不好的揣测，力道不够、细节不深也是感受之一。结尾，是有升华的目的，但终究匠气些，最后还不忘补一刀。也算是大众的自娱自乐，关于雅和俗的观点也算是自嘲了吧。","Feng Xiaogang's usual black humor, all the way to ironic in the end, Wang Shuo can be considered cheesy social reality has been addicted. In addition to Jiannanchun and Cestbon, white lilies and feather where the crouching end of the band people have bad speculation about the entertainment industry, strength is not enough, the details are not deep is also one of the feelings. The end is the purpose of sublimation, but after all, somehow, finally did not forget to make up a knife. Can be considered the public entertain themselves, on the point of view of Ya and vulgar can be considered self-deprecating it.",0.870099
30,"冯小刚从来都是俗的不俗，自我调侃挺好，只是最后的拔高，与前面不符。太多的情感，不是一部片子就能讲清的，大俗或大雅，最怕夹心饼干啊。","Feng Xiaogang has always been vulgar good, self ridicule quite good, but the last high, inconsistent with the front. Too many emotions, not a film can tell, vulgar or elegant, the most afraid of sandwich biscuits ah.",0.907307
30,"冯小刚体现了他的晚会导演才能，中国导演成名了以后往往不能有一个健康的心态，冯小刚突出。赚了钱开始嘚瑟，以前是接地气的故事接地气地贫，现在还是接地气的贫但真不是接地气的故事。这是在白日做梦，或许这就是他想要的效果，但是从中老百姓还真砸吧不出味儿来。他有高票房但是成不了大导演。","Feng Xiaogang reflects his directorial talent at the party. After becoming famous, the Chinese director often can not have a healthy attitude, and Feng Xiaogang is outstanding. Earn money began 嘚 Joseph, used to be grounded in the story of the earth, the poor, but still not grounded atmosphere of the story. This is a dream daydreaming, perhaps this is the effect he wants, but from the people really hit it not taste. He has a high box office but can not become a big director.",0.83121
30,"冯小刚喜剧透支了","Feng Xiaogang comedy overdraft",1
30,"冯小刚很大胆，高官也讽刺，同行也讽刺，老百姓也讽刺。但是，确实让观众开眼，体味到不同的味道，在贺岁的基础上加了些深度，让观众思考起来，反思起来，而不是没心没肺了。","Feng Xiaogang is very bold, high officials are also ironic, peers are also ironic, people are also ironic. However, the audience did open their eyes and appreciate the different flavors. Based on the Lunar New Year, they added some depth so that the audience could think and reflect instead of being confused.",0.796086
30,"冯小刚把私人定制拍的不伦不类，想雅一点儿告诉观众音乐美术戏剧的融会贯通，无奈太文绉绉；想俗一点儿道清体制下中国的基本现状，无奈好段子都被微博抢占了。没恶心到我，也没成全到我，没啥记忆点讨好观众，果真就像电影里说的那样，客流量才是电影的关键。雅俗共赏也应该是他给自己扣上的大帽子吧~","Feng Xiaogang private custom made neither fish nor the boat, like a little bit to tell the audience the perfect blend of music and drama drama, but too literary creations; want a little custom system Qing China under the basic status quo, no choice but to get good microblogging to seize. Not disgusting to me, did not fulfill me, nothing to please the audience memory point, really like the movie said, traffic is the key to the movie. Elegance and commonweal should also be his big hat to buckle it ~",0.89581
30,"冯小刚用一个残酷的事实告诉那些买票进场的人们：他真的有本事一只手扇你的耳光子另一只手掏走你身上的钱。果然，王朔编的剧本就是这样张扬啊……立意很不错，抛开另有图谋还是手段庸俗的问题不谈，冯小刚能在一个票房大卖的电影结尾加这么一段再直白不过的正能量宣传，客观上对社会还是很有好处的。","Feng Xiaogang told those who bought the tickets with a brutal fact: he really has the ability to use one hand fan your ears and the other hand to take away your money. Sure enough, Wang Shuo's script is so flattering ah ... ... Conception is very good, put aside another attempt vulgar vulgar vulgar issues aside, Feng Xiaogang at the box office can be sold at the end of the film plus such a straightforward positive energy propaganda , Objectively still very good for society.",0.88076
30,"冯小刚的无奈","Feng Xiaogang helplessness",1
30,"冯小刚的片子我从来不喜欢 这不还不如之前的呢 卖笑的点让人觉得可乐的不多  只大大可惜了王朔这名号 当然和演员的表演也有很大关系 个个都端着劲儿作秀 带表情和语言的POSE摆的都略显浮夸 .还是宋丹丹最出彩.","Feng Xiaogang's film I never like this is not as good as it before the point of selling laugh Coke is not only a big pity Wang Shuo this name, of course, and the actor's performance is also very much related to all of them are strenuous to show off POSE expression and language are slightly exaggerated posthumously.",0.834745
30,"冯小刚自己也知道自己没有梦想 可悲 讽刺喜剧本就是博得会心一笑的 拍得不好就会感觉很冷//第二次看 我把两星改到四星 整剧没想象中好，没同期其他烂，其实是我们厌倦了光陆怪离毫无新意的世界和不得不虚伪浮夸却又无法改变的自己，我们需要电影像一剂猛药或者麻醉剂，而不是这不三不四的保健品","Feng Xiaogang himself also knows that he has no dreams comic satirical comic book is to get a knowing smile will feel very cold bad / / second look at me to change the two-star to four-star whole did not imagine good, not the other Rotten, in fact, we are tired of the strange landless world and have to be hypocritical but can not change their own, we need a movie like a strong drug or narcotics, rather than this one of the health care products",0.823639
30,"冯小刚说这部电影史拍着玩的，大家也是贬的居多，可能也是因为这样，我开看之前期望值并不高。但是看完之后发现，其实也还好啦，不算粗制滥造，至少这几人演技还是有保证的，葛优、宋丹丹老戏骨啦。台词给我印象很深刻，最后的结尾很好笑，葛式幽默啊~","Feng Xiaogang said that the filming of the history of filming, we are mostly derogatory, may also be because of this, I opened before the expected value is not high. However, after reading it, in fact, also okay, not rude, at least these few acting or guaranteed, Ge You, Song Dandan old play friends. The lines gave me a very deep impression, the end of the last is funny, Ge style humor ah ~",0.947221
30,"冯小刚这股子好为人师的劲儿，真挺招人烦的。教育大家，贪官是被群众拉下水的，有钱人日子也不好过，想要碧水蓝天要给大自然道歉。就算是贺岁图一乐呵，还不如泰囧俗的彻底。","Feng Xiaogang This share is very good teacher, really very annoying. To educate everyone, corrupt officials are being pulled down by the masses, rich people have a hard life and want to apologize to the blue sky and clear water. Even a Lunar New Year picture Le, not as good as Thai 囧 vulgar thoroughly.",0.924603
30,"冯式电影小品","Von Films Pieces",1
30,"冯氏喜剧无可超越，有人说是因为王朔，有人说是因为时机好，我倒觉得最重要的是他懂得什么叫做市井幽默，拍出来的电影就是人民群众生活的集合，这逗贫玩好了叫艺术，调侃做到位也就是幽默。但只有一个问题回避不了，就是市井幽默一定要扎根于市井，想要把这种幽默发挥到极致您就必须把桌子上那瓶红酒换","Feng's comedy is unsurpassed. Some people say that because of Wang Shuo, someone said it was because of the good times. I think the most important thing is that he understands what it is like to be fair and fair. The film he shoots is a collection of people's livelihood. Called art, ridicule to do bit is humorous. But there is only one problem can not be avoided, that is, market humor must be rooted in the market, you want to maximize the humor you must put the bottle of wine on the table for",0.862103
30,"冯氏喜剧是最好的家庭调味剂，适合带老人看。至于本片王朔似乎想在轻松中灌输一些沉重的东西，这恰恰违反了人民找轻松的心态。葛优的表演是近年来最差的，范伟依然保持高水准的演出，白百合被跩钱的镜头是真痛到了，让人心疼！","Feng's comedy is the best home flavor, suitable for the elderly. As for the film, Wang Shuo seems to want to inculcate some heavy things easily, which is in violation of the people to find a relaxed attitude. Ge You performance is the worst in recent years, Fan Wei still maintain a high standard of performance, white lily was money shot is really painful, people feel bad!",0.831552
30,"冯氏小品","Feng pieces",1
30,"冯氏幽默还在，但贪腐/雅俗/贫富，特别是环保都太刻意了，虽然三段故事衔接的突兀，但也好过狗尾续貂。范伟圆梦领导的时候有没有想过十多年前春晚上自己演过的乡长，那个时候的高度多年来都没有超越。李成儒关于雅俗的讨论显然达不到前后两个故事的深意，大雅大俗已经脱离了热点话题。宋丹丹那段歌声想","Feng's humor is still there, but corruption, elegance, poverty and wealth, especially the environmental protection, are all too reserved. Although the three-story story is not unexpected, it is better than that. Fan Weiyuan Dream leaders have not thought about more than a decade ago their own mayor who performed in the Spring Festival Evening, the height of that time over the years have not exceeded. Li Chengru's discussion of elegance and vulgarity clearly can not reach the profound meaning of the two stories before and after, elegance and vulgarity have already departed from the hot topic. Song Dandan that song thought",0.823008
30,"冲着葛大爷看这个剧的，电脑上看看差不多了，影评不是很好，觉得笑点也不多，批判社会现象的意味很浓郁，几位老演员演的都不错，三星差不多","Directed at Ge Uncle to watch the show, the computer look almost, the film reviews are not good, I feel jokes are not many, criticism of the social phenomenon means very rich, a few old actors performed well, Samsung almost",0.817899
30,"冷漠","indifferent",1
30,"凑合~~~随便看看~~~~~最后那段有禅意啊~~~无论什么东西 真的牵扯到自己 就不是那么一回事儿了~~~","Make up ~ ~ ~ casually see ~~~~~ last period of Zen ah ~ ~ ~ no matter what really involves themselves is not the same thing ~ ~ ~",0.796277
30,"凑合吧，力道不是很足，人们需求也高了，跟甲方乙方换一下，人们现在也未必觉得甲方乙方好到哪去，时代在发展，精神文明在进步，老百姓笑点高了也自然。咱就乐呵一下得了，干嘛呀，跟自己过不去。","Make do, the strength is not very full, people demand is high, with Party B Party B, Party A and Party B may not now feel good to go, the times in the development of spiritual civilization in progress, people joking high naturally . Let's have a good look, why, go with yourself.",0.910075
30,"几个小故事真亏编剧想得出来！不过虽说是白日梦，却也较真实地反映了一些现实问题：官员腐败；富人瞎折腾；穷人梦想成为有钱银！丹姐结束一天的有钱人生活卸口红时放的那首歌，真的很感动，哭了。我想这部电影的主题应该有两个：感恩和道歉。不过中国的生态环境确实该好好搞搞了。好吧，早就该了！","Several stories really deficit screenwriter come up! However, although it is a daydream, but also more realistically reflect some of the real problems: Official corruption; rich Scraping; poor dreams become rich silver! Dan sister ended the day the wealthy life unloading lipstick when the release of the song, really touched, crying. I think the theme of this movie should have two: Thanksgiving and apology. However, the ecological environment in China really should be well done. Well, it's already been",0.83283
30,"凭胸而论，其实还好！虽然最后的一段，有点违和，但是以一个没有抱着任何想法，纯是为了看电影而看电影的人来说，还是挺不错的！","In all probability, actually good! Although the last paragraph is a bit offensive, but to a person who did not hold any idea, purely for watching movies and watching movies, or very good!",0.857093
30,"出影院时对同学说，只要我笑了出来或者湿润过眼眶，还是不至于把电影完全拍死。至少马青给丹姐点的那首歌很好听。只是整个电影设的目的太高，想要做到大而全面，因此必然空泛而缺乏深度。总之，电影想讽刺的太多，结果都是流于浅薄。","Out of the theater when the classmates said that as long as I laughed out or wet eyes, or will not completely beat the movie dead. At least Ma Qing to Dan sister that song nice to hear. Only the purpose of the entire film set too high, you want to be large and comprehensive, so inevitable vague and lack of depth. In short, the movie wants to ironic too much, the result is superficial.",0.913271
30,"刚上映时候就看了，忘了回来标记。有点儿不太明白很多人吐槽这片子不怎么样到底是哪个点不对。个人觉得还可以，虽然说段子比较旧，但是整个放在一起进影院逗个乐儿也挺好的啊。就是结尾变成公益广告实在有点儿难以理解。","Just read the time to see, forgot to return tag. A bit do not quite understand a lot of people Tucao this film is not good in the end what point is wrong. Personally think it is OK, although the old piece, but the whole put together in the cinema a fun child is also very good ah. It is a bit difficult to understand the end of the public service ads.",0.878107
30,"刚开始看觉得还可以，现在觉得又不怎么样。大概人是会变的吧。","Just started to see feel OK, now I feel not good. Probably people will change it.",0.844482
30,"刚看，其实还好，这想法好，挺好玩的。谁没个白日梦啊，能这样玩，搁谁都高兴啊。但也就把电影分割成几段，每个人的小梦想都成一段，电影确实有点散。作为贺岁片，能给我带来笑声，足矣。至于被网友屁得最厉害的结尾，那十分钟的环保宣传，我可觉得挺好的，我们的环境，我可真的看着心疼","Just look, in fact, okay, this idea is good, very fun. Who did not daydream ah, can play like this, put everyone happy ah. But also divided the movie into several paragraphs, each one's little dream into a period, the movie is indeed a bit loose. As New Year's films, can bring me laughter, enough. As fart end by the fart friend of friends, that ten minutes of environmental protection, I can feel very good, our environment, I really looked distressed",0.946933
30,"创意不错，最后是在呼吁保护环境关心陌生人之类的，其实主题很不错，但是我对于这种教科书式的呼吁很反感，最后到结尾反而看不下去。","The idea is good, and finally the call for environmental protection is about the stranger. The theme is very good, but I am disgusted with this textbook-style appeal and can not even stand by the end.",0.899942
30,"创意点不错 画面感也还好 王朔编剧到底还是有点感觉 就是觉得影片最后的情节升华的有点太突兀了吧 整体感觉比较一般","Good creative point of view is also good screen sense Wang Shuo writer in the end or a little feeling is that the final plot of the film sublimation of a bit too awkward overall feeling more general",0.802616
30,"创意虽老，但看得出冯导下了功夫打磨这仨长篇小品，哪怕结尾也挺有春晚节奏。第一故事赞，触碰了我大中华最常见又在影视作品中不见的高贵官场，范伟的表演无出其右。二三略瞎，尤其第二恍惚黑镜活脱出个反高贵版，讽刺的不当大过故事的完整。还是希望王大能续起笔耕回到他最犀利的战场。p.s.我要看天浴","Although the old idea, but can see Feng led Kung Fu polished this long piece, even if the end is quite a spring-night rhythm. The first story, touching my noblest officialdom in the Greater China but also missing from the film and television works, shows Fan Wei's performance to the right. Twenty-three slightly blind, especially the second trance black mirror live off an anti-noble version, ironically improper than the integrity of the story. Or hope Wang Danyuan resume pen farming back to his most brilliant battlefield. ps I want to see the day bath",0.816797
30,"创新差点","Innovation almost",1
30,"到底想表达的是哪个点额好混乱。。。李小璐泳衣真好看～","What point to express in the end is a good chaos. . . Li Xiaolu swimsuit looks good ~",0.853253
30,"制作真精美，故事看着就像一个个小品，但都不是那么的喜欢，讽刺的地方感觉有些过了，讽刺这个手法真的感觉不如直接去黑那些人，白百何真好看，加2分！道歉那个故事的后半段真好，向地球道歉，加2分，但是结尾的采访这个段子...，不喜欢，扣一分。我很好奇，为什么要做美梦？梦醒是多可怕的东西啊~。","Production is really beautiful, the story looks like a piece of sketch, but not so much like the satirical place feels a bit too far, satirical this approach really feel better to go directly to the black people, Bai Bai Ho really nice, plus 2 points! I apologize for the second half of that story, I apologize for the earth, add 2 points, but the end of the interview this paragraph ..., do not like, deduct one point. I am curious, why do you dream? Wake up is something terrible ah ~.",0.907234
30,"前两个故事蛮好的，很有隐射性，第三个故事稍微牵强，不过很喜欢那首时间去哪儿了。还有最后的结局跟整体故事不够搭，但本身又有含义。所以给三星吧。ps：李小璐真的整得太过了。。。","The first two stories are quite good, very clumsy, the third story a little far-fetched, but I really like where the first time went. And finally the ending is not enough to take the whole story, but it has meaning in itself. So give it to Samsung. ps: Li Xiaolu really too much. . .",0.807805
30,"前后基调变化太大，想法虽然好，但是一锅乱炖总觉得什么都没演够，演员很努力但是演技确实有点点浮夸，并且!!为何明明每个人分别有个职位却都没用呢...","The tone before and after the change is too great, although the idea is good, but always felt nothing pan fried stew sufficient, the actor is very hard but the acting is indeed a little exaggerated, and !! Why obviously each person has a job but it is useless. ..",0.83318
30,"前后都紧紧跟随时尚的脚步，各种吐槽和流行语言，更像是春晚的小品，既要与时俱进，还得迎合老百姓的感受；恰恰中间的雅俗环节让我处于混乱与混沌之中，这贺岁档搞笑片就别来雅的了，俗点反而能被大众接受，嬉笑间就过去了。此片属于翻拍老片，不失一种影视届惯用伎俩，但不宜过多。还是期冀冯导下一部","Before and after are closely follow the pace of fashion, all Tucao and popular language, more like the Spring Festival Evening Pieces, it is necessary to keep pace with the times, have to meet the people's feelings; just the middle of the elegant and vulgar links let me in chaos and chaos , This Lunar New Year file comedy film do not come to the elegant, popular point but can be accepted by the public, laughter passed. This film belongs to the remake of old movies, without losing a trick used by the film and television, but not too much. Feng is still led by the next one",0.881191
30,"前大半段真的好拖沓的流水账，拿过去的老段子和世俗观来搏人眼球实属没劲，还好不错的结尾将电影拉回来。冯导，不要再拍了","Most of the previous section is really good procrastination running account, take the old section and the secular view to beat the eye is boring, but fortunately the end of the movie will be pulled back. Feng guide, do not shoot again",0.820897
30,"前面其实还是很不错的，笑点很多，也很有内涵。但是不知道为什么到了后面突然开始抒情，我有点跟不上节奏啊。到最后，我彻底凌乱了，这是变公益片的节奏吗？怎么就突然开始向自然道歉了，好跳脱啊！","In fact, the front is still very good, a lot of jokes, but also very connotation. But I do not know why the back suddenly began to lyrical, I am a little behind the tempo ah. In the end, I completely messy, this is changing the tempo of the charity it? How to suddenly apologize to nature, so good to escape ah!",0.87634
30,"前面很差，后面尚可，立意高，但是不太接地气，然后个别台词写得不错，女主角露肉看着恶心","In front of poor, the back is acceptable, high conception, but not very grounded, and then write a good line of individual lines, exposed actress naked look nausea",0.809551
30,"前面的小故事寓意都很紧跟时代步伐，最后一段环保题材的很多人觉得鸡肋，我觉得是最有意义的一部分，至于搞笑效果确实不太好。","In front of the story telling are closely follow the pace of the times, the last paragraph of a lot of environmental topics that tasteless, I think it is the most meaningful part, as funny effect is not very good.",0.815787
30,"前面的笑点不接地气、气氛很冷、自娱自乐，后面又十分突兀，不知所云。可以反映社会现实、抨击社会黑暗，但是要找到自然界的法则和逻辑，而不要强行建构主义，水平不够倒不如拍拍平淡生活和爱恨情仇，以小见大恰是观众最买账的形式。范伟丹丹演得很棒，不过葛大爷现在好像都不会好好演戏了。。","In front of the grinning atmosphere, the atmosphere is cold, entertain themselves, followed by very abrupt, unintelligible. It can reflect the social reality and criticize the darkness of society. However, it is necessary to find the laws and logic of nature instead of forcing constructivism. It is not enough to pat a plain life and love and hate. Fan Wei Dandan played great, but Grandpa Ge does not seem to act well now. .",0.853783
30,"前面都挺喜欢的，最后面那段道歉很莫名其妙~~~","In front of all like, the last apology was very strange ~ ~ ~",0.813265
30,"剧情挺甲方乙方，画面和故事都是冯导一贯的语气。片尾的给自然道歉简直是作的最佳释义。最多也就两星的片子，冲着郑恺和葛优最后的被采访给三星。","The plot is very good side B, the picture and the story are Feng guide consistent tone. Apocalyptic to nature is simply the best explanation. Up to two-star film, directed at Zheng Kai and Ge You last interview was to Samsung.",0.822971
30,"劲儿劲儿的","Awkward",1
30,"勇气可嘉的选材，最后真的牵强了…感觉整个电影可以截成三个同系列微电影和四个公益小广告，外加央视外景采访片段….终于明白前段时间骂战的由来了！.如果这样选题的历史意义远远胜过编剧和拍摄手法的话，冯小刚的回骂也算有理了！","The courageous selection of materials, and finally really far-fetched ... I feel the entire movie can be cut into three with the same series of micro-movies and four charity small ads, plus CCTV location interviews with clips ... finally understand the origin of the war some time ago! If the historical significance of this topic is far better than the screenwriter and shooting techniques, Feng Xiaogang's reprimand is considered reasonable!",0.867804
30,"勉勉强强，仿佛是春节联欢晚会融合了小品的段子，但小刚导演也许忘了春节联欢晚会也有庆贺新年这个主题的。最后的道歉让人莫名其妙，鸡皮疙瘩掉满地，当然这是导演宣扬自我主义的自由，也许有00后会认为啊……好有社会责任感，赞！当然绝大多数我们都秉承着……唉，都付了钱了，送了一段多的小短片。","Barely as strong as the Spring Festival Gala blend of skit, but director Xiao Gang may forget the Spring Festival Gala also celebrate the New Year this theme. The final apology baffling, goose bumps off the ground, of course, this is the director to promote the freedom of egoism, perhaps after 00 will think ah ... ... good social responsibility, like! Of course, most of us uphold the ...... Alas, have paid for, and sent some more short clips.",0.903205
30,"勉强看完","Barely read",1
30,"勉强笑一笑","Barely smiled",1
30,"勉强给三颗星，算是今年在电影院里看过的最勉强的电影吧。听说今年春晚的导演是冯小刚，以前还真没怎么关注过他，不过这次看过他的这部电影后，只能说野心太大，但又明显缺乏诚意，一部不到两个小时的电影，想要表达的太多，却到头来弄不伦不类。","Reluctantly give three stars, be regarded as the most reluctant film seen in the movie theater this year. I heard this year's Spring Festival Evening director is Feng Xiaogang, did not really pay attention to him before, but this time after reading this movie, he can only say that ambitious, but obviously lack of good faith, a less than two hours Of the movie, want to express too much, but in the end neither fish nor fowl.",0.815555
30,"单从最直接的观影感受来说，第一个故事不错，后面越来精神越涣散，最后一个道歉的地方更是没有达到导演的预期效果，心是好的，方式得改","From the most direct viewing experience, the first story is good, the more behind the spirit of the more scattered, the last place of apology is not up to the director's desired effect, the heart is good, the way to change",0.887031
30,"即使口碑不好，冯导的贺岁档还是要捧场的。豆瓣和时光的评分都低到5点多了。。。看了确实低于期望值，笑点不够，有点用力过猛的感觉。包袱不够亲民。葛大爷好像戏份明显减少。确实有小品拼盘的感觉。看完以后，真心觉得电影一般，郑恺挺帅，小璐挺美。结尾的环保升华其实做的不错，就是有点和贺岁脱离","Even if the word-of-mouth is not good, Feng's Lunar New Year stalls still have to join in. The watercress and the time score are as low as 5 o'clock. . . Read really lower than expected, not enough jokes, a bit too hard feeling. The burden is not enough people. Grandpa Ge obviously reduced significantly. Do have the feeling of assortment After reading, I really feel the movie, Zheng Kai Ting Shuai, Xiaolu Tingmei. In fact, the end of the sublimation of environmental protection does a good job, that is, a bit and New Year's departure",0.90505
